
Timestamp,Radiator,Room
2025-02-22 15:25:18,24,21
2025-02-22 15:25:33,24,21
2025-02-22 15:25:48,24,21
2025-02-22 15:26:03,24,21
2025-02-22 15:26:18,24,21
2025-02-22 15:26:33,24,21
2025-02-22 15:26:48,23,21
2025-02-22 15:27:03,23,21
2025-02-22 15:27:18,23,21
2025-02-22 15:27:34,23,21
2025-02-22 15:27:49,23,20
2025-02-22 15:28:04,23,20
2025-02-22 15:28:19,23,20
2025-02-22 15:28:34,23,20
2025-02-22 15:28:49,23,20
2025-02-22 15:29:04,23,20
2025-02-22 15:29:19,23,20
2025-02-22 15:29:34,23,20
2025-02-22 15:29:49,23,20
2025-02-22 15:30:04,23,20
2025-02-22 15:30:19,22,20
2025-02-22 15:30:34,22,20
2025-02-22 15:30:49,22,20
2025-02-22 15:31:04,22,20
2025-02-22 15:31:19,22,20
2025-02-22 15:31:34,22,20
2025-02-22 15:31:49,22,20
2025-02-22 15:32:04,22,20
2025-02-22 15:32:19,22,19
2025-02-22 15:32:34,22,19
2025-02-22 15:32:49,22,19
2025-02-22 15:33:04,22,19
2025-02-22 15:33:19,22,19
2025-02-22 15:33:34,22,19
2025-02-22 15:33:49,22,19
2025-02-22 15:34:04,22,19
2025-02-22 15:34:19,22,19
2025-02-22 15:34:34,22,19
2025-02-22 15:34:49,22,19
2025-02-22 15:35:04,22,19
2025-02-22 15:35:19,22,19
2025-02-22 15:35:34,22,19
2025-02-22 15:35:49,22,19
2025-02-22 15:36:04,22,19
2025-02-22 15:36:19,22,19
2025-02-22 15:36:34,22,19
2025-02-22 15:36:49,22,19
2025-02-22 15:37:04,22,19
2025-02-22 15:37:19,21,19
2025-02-22 15:37:34,22,19
2025-02-22 15:37:49,21,19
2025-02-22 15:38:04,21,19
2025-02-22 15:38:19,21,19
2025-02-22 15:38:34,21,19
2025-02-22 15:38:49,21,19
2025-02-22 15:39:04,21,19
2025-02-22 15:39:19,21,19
2025-02-22 15:39:34,21,19
2025-02-22 15:39:49,21,19
2025-02-22 15:40:04,21,19
2025-02-22 15:40:19,21,19
2025-02-22 15:40:34,21,19
2025-02-22 15:40:49,21,19
2025-02-22 15:41:04,21,19
2025-02-22 15:41:19,21,19
2025-02-22 15:41:34,21,19
2025-02-22 15:41:49,21,19
2025-02-22 15:42:04,21,19
2025-02-22 15:42:19,21,19
2025-02-22 15:42:34,21,19
2025-02-22 15:42:49,21,19
2025-02-22 15:43:04,21,19
2025-02-22 15:43:19,21,19
2025-02-22 15:43:34,21,19
2025-02-22 15:43:49,21,19
2025-02-22 15:44:04,21,19
2025-02-22 15:44:19,21,19
2025-02-22 15:44:34,21,19
2025-02-22 15:44:49,21,19
2025-02-22 15:45:04,21,19
2025-02-22 15:45:19,21,19
2025-02-22 15:45:34,21,19
2025-02-22 15:45:49,21,19
2025-02-22 15:46:04,21,19
2025-02-22 15:46:19,21,19
2025-02-22 15:46:34,21,19
2025-02-22 15:46:49,21,19
2025-02-22 15:47:04,21,19
2025-02-22 15:47:19,21,19
2025-02-22 15:47:34,21,19
2025-02-22 15:47:49,21,19
2025-02-22 15:48:04,21,19
2025-02-22 15:48:19,21,19
2025-02-22 15:48:34,21,19
2025-02-22 15:48:49,21,19
2025-02-22 15:49:04,21,19
2025-02-22 15:49:19,21,19
2025-02-22 15:49:34,21,19
2025-02-22 15:49:49,21,19
2025-02-22 15:50:04,21,19
2025-02-22 15:50:19,21,19
2025-02-22 15:50:34,21,19
2025-02-22 15:50:49,21,19
2025-02-22 15:51:04,21,19
2025-02-22 15:51:19,21,19
2025-02-22 15:51:34,21,19
2025-02-22 15:51:49,21,19
2025-02-22 15:52:04,21,18
2025-02-22 15:52:19,21,18
2025-02-22 15:52:34,21,19
2025-02-22 15:52:49,21,19
2025-02-22 15:53:04,21,19
2025-02-22 15:53:19,21,18
2025-02-22 15:53:34,21,18
2025-02-22 15:53:49,21,19
2025-02-22 15:54:04,21,19
2025-02-22 15:54:19,21,19
2025-02-22 15:54:34,21,19
2025-02-22 15:54:49,21,19
2025-02-22 15:55:04,21,19
2025-02-22 15:55:20,21,19
2025-02-22 15:55:35,21,19
2025-02-22 15:55:50,21,19
2025-02-22 15:56:05,21,19
2025-02-22 15:56:20,21,18
2025-02-22 15:56:35,21,18
2025-02-22 15:56:50,21,19
2025-02-22 15:57:05,21,19
2025-02-22 15:57:20,21,19
2025-02-22 15:57:35,21,19
2025-02-22 15:57:50,21,19
2025-02-22 15:58:05,21,19
2025-02-22 15:58:20,21,18
2025-02-22 15:58:35,21,18
2025-02-22 15:58:50,21,19
2025-02-22 15:59:05,21,18
2025-02-22 15:59:20,21,19
2025-02-22 15:59:35,21,19
2025-02-22 15:59:50,21,19
2025-02-22 16:00:05,21,19
2025-02-22 16:00:20,21,19
2025-02-22 16:00:35,21,19
2025-02-22 16:00:50,21,19
2025-02-22 16:01:05,21,19
2025-02-22 16:01:20,21,19
2025-02-22 16:01:35,21,19
2025-02-22 16:01:50,21,19
2025-02-22 16:02:05,21,19
2025-02-22 16:02:20,21,19
2025-02-22 16:02:35,21,19
2025-02-22 16:02:50,21,19
2025-02-22 16:03:05,21,19
2025-02-22 16:03:20,21,19
2025-02-22 16:03:35,21,19
2025-02-22 16:03:50,21,19
2025-02-22 16:04:05,21,19
2025-02-22 16:04:20,21,19
2025-02-22 16:04:35,21,19
2025-02-22 16:04:50,21,19
2025-02-22 16:05:05,21,19
2025-02-22 16:05:20,21,19
2025-02-22 16:05:35,21,19
2025-02-22 16:05:50,21,19
2025-02-22 16:06:05,21,19
2025-02-22 16:06:20,21,19
2025-02-22 16:06:35,21,19
2025-02-22 16:06:50,21,19
2025-02-22 16:07:05,21,18
2025-02-22 16:07:20,21,19
2025-02-22 16:07:35,21,19
2025-02-22 16:07:50,21,19
2025-02-22 16:08:05,21,19
2025-02-22 16:08:20,21,19
2025-02-22 16:08:35,21,18
2025-02-22 16:08:50,21,19
2025-02-22 16:09:05,21,18
2025-02-22 16:09:20,21,19
2025-02-22 16:09:35,21,19
2025-02-22 16:09:50,21,18
2025-02-22 16:10:05,21,19
2025-02-22 16:10:20,21,19
2025-02-22 16:10:35,21,18
2025-02-22 16:10:50,21,18
2025-02-22 16:11:05,21,18
2025-02-22 16:11:20,21,19
2025-02-22 16:11:35,21,19
2025-02-22 16:11:50,21,19
2025-02-22 16:12:05,21,18
2025-02-22 16:12:20,21,18
2025-02-22 16:12:35,21,18
2025-02-22 16:12:50,21,18
2025-02-22 16:13:05,21,19
2025-02-22 16:13:20,21,18
2025-02-22 16:13:35,21,19
2025-02-22 16:13:50,21,18
2025-02-22 16:14:05,21,18
2025-02-22 16:14:20,21,18
2025-02-22 16:14:35,21,18
2025-02-22 16:14:50,21,18
2025-02-22 16:15:05,21,18
2025-02-22 16:15:20,21,18
2025-02-22 16:15:35,21,18
2025-02-22 16:15:50,21,19
2025-02-22 16:16:05,21,19
2025-02-22 16:16:20,21,18
2025-02-22 16:16:35,21,18
2025-02-22 16:16:50,21,18
2025-02-22 16:17:05,21,18
2025-02-22 16:17:20,21,18
2025-02-22 16:17:35,21,18
2025-02-22 16:17:50,21,18
2025-02-22 16:18:05,21,18
2025-02-22 16:18:20,21,18
2025-02-22 16:18:35,21,18
2025-02-22 16:18:50,21,18
2025-02-22 16:19:05,21,18
2025-02-22 16:19:20,21,18
2025-02-22 16:19:35,21,18
2025-02-22 16:19:50,21,18
2025-02-22 16:20:05,21,18
2025-02-22 16:20:20,21,18
2025-02-22 16:20:35,21,18
2025-02-22 16:20:50,21,18
2025-02-22 16:21:06,21,18
2025-02-22 16:21:21,21,18
2025-02-22 16:21:36,21,18
2025-02-22 16:21:51,21,18
2025-02-22 16:22:06,21,18
2025-02-22 16:22:21,21,18
2025-02-22 16:22:36,21,18
2025-02-22 16:22:51,21,18
2025-02-22 16:23:06,21,18
2025-02-22 16:23:21,21,18
2025-02-22 16:23:36,21,18
2025-02-22 16:23:51,21,18
2025-02-22 16:24:06,21,18
2025-02-22 16:24:21,21,18
2025-02-22 16:24:36,21,18
2025-02-22 16:24:51,21,18
2025-02-22 16:25:06,21,18
2025-02-22 16:25:21,21,18
2025-02-22 16:25:36,21,18
2025-02-22 16:25:51,21,18
2025-02-22 16:26:06,21,18
2025-02-22 16:26:21,21,18
2025-02-22 16:26:36,21,18
2025-02-22 16:26:51,21,18
2025-02-22 16:27:06,21,18
2025-02-22 16:27:21,21,18
2025-02-22 16:27:36,21,18
2025-02-22 16:27:51,21,18
2025-02-22 16:28:06,21,18
2025-02-22 16:28:21,21,18
2025-02-22 16:28:36,21,18
2025-02-22 16:28:51,21,18
2025-02-22 16:29:06,21,18
2025-02-22 16:29:21,21,18
2025-02-22 16:29:36,21,18
2025-02-22 16:29:51,21,18
2025-02-22 16:30:06,21,18
2025-02-22 16:30:21,21,18
2025-02-22 16:30:36,21,18
2025-02-22 16:30:51,21,18
2025-02-22 16:31:06,21,18
2025-02-22 16:31:21,21,18
2025-02-22 16:31:36,21,18
2025-02-22 16:31:51,21,18
2025-02-22 16:32:06,21,18
2025-02-22 16:32:21,21,19
2025-02-22 16:32:36,21,19
2025-02-22 16:32:51,21,19
2025-02-22 16:33:06,21,19
2025-02-22 16:33:21,21,19
2025-02-22 16:33:36,21,19
2025-02-22 16:33:51,21,19
2025-02-22 16:34:06,21,19
2025-02-22 16:34:21,21,18
2025-02-22 16:34:36,21,18
2025-02-22 16:34:51,21,18
2025-02-22 16:35:06,21,18
2025-02-22 16:35:21,21,18
2025-02-22 16:35:36,21,18
2025-02-22 16:35:51,21,18
2025-02-22 16:36:06,20,18
2025-02-22 16:36:21,21,18
2025-02-22 16:36:36,21,18
2025-02-22 16:36:51,21,18
2025-02-22 16:37:06,21,18
2025-02-22 16:37:21,20,18
2025-02-22 16:37:36,21,18
2025-02-22 16:37:51,21,18
2025-02-22 16:38:06,21,18
2025-02-22 16:38:21,21,18
2025-02-22 16:38:36,21,18
2025-02-22 16:38:51,21,18
2025-02-22 16:39:06,21,18
2025-02-22 16:39:21,21,18
2025-02-22 16:39:36,21,18
2025-02-22 16:39:51,21,18
2025-02-22 16:40:06,21,18
2025-02-22 16:40:21,21,18
2025-02-22 16:40:36,21,19
2025-02-22 16:40:51,21,19
2025-02-22 16:41:06,21,18
2025-02-22 16:41:21,21,18
2025-02-22 16:41:36,21,18
2025-02-22 16:41:51,21,18
2025-02-22 16:42:06,21,18
2025-02-22 16:42:21,21,18
2025-02-22 16:42:36,21,19
2025-02-22 16:42:51,21,18
2025-02-22 16:43:06,21,18
2025-02-22 16:43:21,21,18
2025-02-22 16:43:36,21,18
2025-02-22 16:43:51,21,18
2025-02-22 16:44:06,21,18
2025-02-22 16:44:21,21,18
2025-02-22 16:44:36,21,18
2025-02-22 16:44:51,21,19
2025-02-22 16:45:06,21,19
2025-02-22 16:45:21,21,19
2025-02-22 16:45:36,21,19
2025-02-22 16:45:51,21,19
2025-02-22 16:46:06,21,19
2025-02-22 16:46:22,21,19
2025-02-22 16:46:37,21,19
2025-02-22 16:46:52,21,19
2025-02-22 16:47:07,21,19
2025-02-22 16:47:22,21,19
2025-02-22 16:47:37,21,19
2025-02-22 16:47:52,21,19
2025-02-22 16:48:07,21,19
2025-02-22 16:48:22,21,19
2025-02-22 16:48:37,21,19
2025-02-22 16:48:52,21,19
2025-02-22 16:49:07,21,19
2025-02-22 16:49:22,21,19
2025-02-22 16:49:37,21,19
2025-02-22 16:49:52,21,19
2025-02-22 16:50:07,21,20
2025-02-22 16:50:22,21,20
2025-02-22 16:50:37,21,20
2025-02-22 16:50:52,22,20
2025-02-22 16:51:07,22,21
2025-02-22 16:51:22,22,21
2025-02-22 16:51:37,22,21
2025-02-22 16:51:52,22,22
2025-02-22 16:52:07,22,22
2025-02-22 16:52:22,22,22
2025-02-22 16:52:37,22,22
2025-02-22 16:52:52,22,22
2025-02-22 16:53:07,22,22
2025-02-22 16:53:22,22,22
2025-02-22 16:53:37,22,22
2025-02-22 16:53:52,22,22
2025-02-22 16:54:07,22,22
2025-02-22 16:54:22,22,22
2025-02-22 16:54:37,22,22
2025-02-22 16:54:52,22,22
2025-02-22 16:55:07,22,22
2025-02-22 16:55:22,22,22
2025-02-22 16:55:37,22,22
2025-02-22 16:55:52,22,21
2025-02-22 16:56:07,22,21
2025-02-22 16:56:22,22,21
2025-02-22 16:56:37,22,21
2025-02-22 16:56:52,22,21
2025-02-22 16:57:07,22,21
2025-02-22 16:57:22,22,21
2025-02-22 16:57:37,22,21
2025-02-22 16:57:52,22,21
2025-02-22 16:58:07,22,21
2025-02-22 16:58:22,22,21
2025-02-22 16:58:37,22,21
2025-02-22 16:58:52,22,21
2025-02-22 16:59:07,22,21
2025-02-22 16:59:22,22,21
2025-02-22 16:59:37,22,21
2025-02-22 16:59:52,21,21
2025-02-22 17:00:07,21,21
2025-02-22 17:00:22,21,21
2025-02-22 17:00:37,21,21
2025-02-22 17:00:52,21,21
2025-02-22 17:01:07,21,21
2025-02-22 17:01:22,21,21
2025-02-22 17:01:37,21,21
2025-02-22 17:01:52,21,20
2025-02-22 17:02:07,21,20
2025-02-22 17:02:22,21,20
2025-02-22 17:02:37,21,20
2025-02-22 17:02:52,21,20
2025-02-22 17:03:07,21,20
2025-02-22 17:03:22,21,20
2025-02-22 17:03:37,21,20
2025-02-22 17:03:52,21,20
2025-02-22 17:04:07,21,20
2025-02-22 17:04:22,21,20
2025-02-22 17:04:37,21,20
2025-02-22 17:04:52,21,20
2025-02-22 17:05:07,21,20
2025-02-22 17:05:22,21,20
2025-02-22 17:05:37,21,20
2025-02-22 17:05:52,21,20
2025-02-22 17:06:07,21,20
2025-02-22 17:06:22,21,20
2025-02-22 17:06:37,21,20
2025-02-22 17:06:52,21,20
2025-02-22 17:07:07,21,20
2025-02-22 17:07:22,21,20
2025-02-22 17:07:37,21,20
2025-02-22 17:07:52,21,20
2025-02-22 17:08:07,21,20
2025-02-22 17:08:22,21,20
2025-02-22 17:08:37,21,20
2025-02-22 17:08:52,21,20
2025-02-22 17:09:07,21,20
2025-02-22 17:09:22,21,20
2025-02-22 17:09:37,21,20
2025-02-22 17:09:52,21,20
2025-02-22 17:10:07,21,20
2025-02-22 17:10:22,21,20
2025-02-22 17:10:37,21,20
2025-02-22 17:10:52,21,20
2025-02-22 17:11:07,21,20
2025-02-22 17:11:22,21,20
2025-02-22 17:11:37,21,20
2025-02-22 17:11:52,21,20
2025-02-22 17:12:07,21,20
2025-02-22 17:12:22,21,20
2025-02-22 17:12:37,21,20
2025-02-22 17:12:52,21,20
2025-02-22 17:13:07,21,20
2025-02-22 17:13:23,21,20
2025-02-22 17:13:38,21,20
2025-02-22 17:13:53,21,20
2025-02-22 17:14:08,21,20
2025-02-22 17:14:23,21,20
2025-02-22 17:14:38,21,20
2025-02-22 17:14:53,21,20
2025-02-22 17:15:08,21,20
2025-02-22 17:15:23,21,20
2025-02-22 17:15:38,21,20
2025-02-22 17:15:53,21,20
2025-02-22 17:16:08,21,20
2025-02-22 17:16:23,21,20
2025-02-22 17:16:38,21,20
2025-02-22 17:16:53,21,20
2025-02-22 17:17:08,21,20
2025-02-22 17:17:23,21,20
2025-02-22 17:17:38,21,20
2025-02-22 17:17:53,21,20
2025-02-22 17:18:08,21,20
2025-02-22 17:18:23,21,20
2025-02-22 17:18:38,21,20
2025-02-22 17:18:53,21,20
2025-02-22 17:19:08,21,20
2025-02-22 17:19:23,21,20
2025-02-22 17:19:38,21,20
2025-02-22 17:19:53,21,20
2025-02-22 17:20:08,21,20
2025-02-22 17:20:23,21,20
2025-02-22 17:20:38,21,20
2025-02-22 17:20:53,21,20
2025-02-22 17:21:08,21,20
2025-02-22 17:21:23,21,20
2025-02-22 17:21:38,21,20
2025-02-22 17:21:53,21,20
2025-02-22 17:22:08,21,20
2025-02-22 17:22:23,21,20
2025-02-22 17:22:38,21,20
2025-02-22 17:22:53,21,20
2025-02-22 17:23:08,21,20
2025-02-22 17:23:23,21,20
2025-02-22 17:23:38,21,20
2025-02-22 17:23:53,21,20
2025-02-22 17:24:08,21,20
2025-02-22 17:24:23,21,20
2025-02-22 17:24:38,21,20
2025-02-22 17:24:53,21,20
2025-02-22 17:25:08,21,20
2025-02-22 17:25:23,21,20
2025-02-22 17:25:38,21,20
2025-02-22 17:25:53,21,20
2025-02-22 17:26:08,21,20
2025-02-22 17:26:23,21,20
2025-02-22 17:26:38,21,20
2025-02-22 17:26:53,21,20
2025-02-22 17:27:08,21,20
2025-02-22 17:27:23,21,20
2025-02-22 17:27:38,21,20
2025-02-22 17:27:53,21,20
2025-02-22 17:28:08,21,20
2025-02-22 17:28:23,21,20
2025-02-22 17:28:38,21,20
2025-02-22 17:28:53,21,20
2025-02-22 17:29:08,21,20
2025-02-22 17:29:23,21,20
2025-02-22 17:29:38,21,20
2025-02-22 17:29:53,21,20
2025-02-22 17:30:08,21,20
2025-02-22 17:30:23,21,20
2025-02-22 17:30:38,21,20
2025-02-22 17:30:53,21,20
2025-02-22 17:31:08,21,20
2025-02-22 17:31:23,21,20
2025-02-22 17:31:38,21,20
2025-02-22 17:31:53,21,20
2025-02-22 17:32:08,21,20
2025-02-22 17:32:23,21,20
2025-02-22 17:32:38,21,20
2025-02-22 17:32:53,21,20
2025-02-22 17:33:08,21,20
2025-02-22 17:33:23,21,20
2025-02-22 17:33:38,21,20
2025-02-22 17:33:53,21,20
2025-02-22 17:34:08,21,20
2025-02-22 17:34:23,21,20
2025-02-22 17:34:38,21,20
2025-02-22 17:34:53,21,20
2025-02-22 17:35:08,21,20
2025-02-22 17:35:23,21,20
2025-02-22 17:35:38,21,20
2025-02-22 17:35:53,21,20
2025-02-22 17:36:08,21,20
2025-02-22 17:36:23,21,20
2025-02-22 17:36:38,21,20
2025-02-22 17:36:53,21,20
2025-02-22 17:37:08,21,20
2025-02-22 17:37:23,21,20
2025-02-22 17:37:38,21,20
2025-02-22 17:37:53,21,20
2025-02-22 17:38:08,21,20
2025-02-22 17:38:23,21,20
2025-02-22 17:38:38,21,20
2025-02-22 17:38:53,21,20
2025-02-22 17:39:08,21,20
2025-02-22 17:39:23,21,20
2025-02-22 17:39:38,21,20
2025-02-22 17:39:53,21,20
2025-02-22 17:40:09,21,20
2025-02-22 17:40:24,21,20
2025-02-22 17:40:39,21,20
2025-02-22 17:40:54,21,19
2025-02-22 17:41:09,21,19
2025-02-22 17:41:24,21,19
2025-02-22 17:41:39,21,19
2025-02-22 17:41:54,21,19
2025-02-22 17:42:09,21,19
2025-02-22 17:42:24,21,19
2025-02-22 17:42:39,21,19
2025-02-22 17:42:54,21,19
2025-02-22 17:43:09,21,19
2025-02-22 17:43:24,21,19
2025-02-22 17:43:39,21,19
2025-02-22 17:43:54,21,19
2025-02-22 17:44:09,21,19
2025-02-22 17:44:24,21,19
2025-02-22 17:44:39,21,19
2025-02-22 17:44:54,21,19
2025-02-22 17:45:09,21,19
2025-02-22 17:45:24,21,19
2025-02-22 17:45:39,21,19
2025-02-22 17:45:54,21,20
2025-02-22 17:46:09,21,20
2025-02-22 17:46:24,21,20
2025-02-22 17:46:39,21,20
2025-02-22 17:46:54,21,20
2025-02-22 17:47:09,21,20
2025-02-22 17:47:24,21,20
2025-02-22 17:47:39,21,20
2025-02-22 17:47:54,21,20
2025-02-22 17:48:09,21,19
2025-02-22 17:48:24,21,19
2025-02-22 17:48:39,21,20
2025-02-22 17:48:54,21,19
2025-02-22 17:49:09,21,20
2025-02-22 17:49:24,21,20
2025-02-22 17:49:39,21,20
2025-02-22 17:49:54,21,20
2025-02-22 17:50:09,21,20
2025-02-22 17:50:24,21,20
2025-02-22 17:50:39,21,20
2025-02-22 17:50:54,21,20
2025-02-22 17:51:09,21,20
2025-02-22 17:51:24,21,20
2025-02-22 17:51:39,21,20
2025-02-22 17:51:54,21,20
2025-02-22 17:52:09,21,20
2025-02-22 17:52:24,21,20
2025-02-22 17:52:39,21,20
2025-02-22 17:52:54,21,20
2025-02-22 17:53:09,21,20
2025-02-22 17:53:24,21,20
2025-02-22 17:53:39,21,20
2025-02-22 17:53:54,21,20
2025-02-22 17:54:09,21,20
2025-02-22 17:54:24,21,20
2025-02-22 17:54:39,21,20
2025-02-22 17:54:54,21,20
2025-02-22 17:55:09,21,20
2025-02-22 17:55:24,21,20
2025-02-22 17:55:39,21,20
2025-02-22 17:55:54,21,20
2025-02-22 17:56:09,21,20
2025-02-22 17:56:24,21,20
2025-02-22 17:56:39,21,20
2025-02-22 17:56:54,21,20
2025-02-22 17:57:09,21,20
2025-02-22 17:57:24,21,20
2025-02-22 17:57:39,21,20
2025-02-22 17:57:54,21,20
2025-02-22 17:58:09,21,20
2025-02-22 17:58:24,21,20
2025-02-22 17:58:39,21,20
2025-02-22 17:58:54,21,20
2025-02-22 17:59:09,21,20
2025-02-22 17:59:24,21,20
2025-02-22 17:59:39,21,20
2025-02-22 17:59:54,21,20
2025-02-22 18:00:09,21,20
2025-02-22 18:00:24,21,20
2025-02-22 18:00:39,21,20
2025-02-22 18:00:54,21,20
2025-02-22 18:01:09,21,20
2025-02-22 18:01:24,21,20
2025-02-22 18:01:39,21,20
2025-02-22 18:01:54,21,20
2025-02-22 18:02:09,21,20
2025-02-22 18:02:24,21,20
2025-02-22 18:02:39,21,20
2025-02-22 18:02:54,21,20
2025-02-22 18:03:09,21,20
2025-02-22 18:03:24,21,20
2025-02-22 18:03:40,21,20
2025-02-22 18:03:55,21,20
2025-02-22 18:04:10,21,20
2025-02-22 18:04:25,21,20
2025-02-22 18:04:40,21,20
2025-02-22 18:04:55,21,20
2025-02-22 18:05:10,21,20
2025-02-22 18:05:25,21,20
2025-02-22 18:05:40,21,20
2025-02-22 18:05:55,21,20
2025-02-22 18:06:10,21,20
2025-02-22 18:06:25,21,20
2025-02-22 18:06:40,21,20
2025-02-22 18:06:55,21,20
2025-02-22 18:07:10,21,20
2025-02-22 18:07:25,21,20
2025-02-22 18:07:40,21,20
2025-02-22 18:07:55,21,20
2025-02-22 18:08:10,21,20
2025-02-22 18:08:25,21,20
2025-02-22 18:08:40,21,20
2025-02-22 18:08:55,21,20
2025-02-22 18:09:10,21,20
2025-02-22 18:09:25,21,20
2025-02-22 18:09:40,21,20
2025-02-22 18:09:55,21,20
2025-02-22 18:10:10,21,20
2025-02-22 18:10:25,21,20
2025-02-22 18:10:40,21,20
2025-02-22 18:10:55,21,20
2025-02-22 18:11:10,21,20
2025-02-22 18:11:25,21,20
2025-02-22 18:11:40,21,20
2025-02-22 18:11:55,21,20
2025-02-22 18:12:10,21,20
2025-02-22 18:12:25,21,20
2025-02-22 18:12:40,21,20
2025-02-22 18:12:55,21,20
2025-02-22 18:13:10,21,20
2025-02-22 18:13:25,21,20
2025-02-22 18:13:40,21,20
2025-02-22 18:13:55,21,20
2025-02-22 18:14:10,21,20
2025-02-22 18:14:25,21,20
2025-02-22 18:14:40,21,20
2025-02-22 18:14:55,21,20
2025-02-22 18:15:10,21,20
Timestamp,Radiator,Room
    ____2025-02-23 13:59:08,0,20
    2025-02-23 13:59:23,0,20
    2025-02-23 13:59:38,0,20
    2025-02-23 13:59:53,0,19
    2025-02-23 14:00:08,0,19
    2025-02-23 14:00:23,0,19
    2025-02-23 14:00:38,0,21
    2025-02-23 14:00:53,0,23
    2025-02-23 14:01:08,0,25
    2025-02-23 14:01:23,0,28
    2025-02-23 14:01:38,0,31
    2025-02-23 14:01:53,0,34
    2025-02-23 14:02:08,0,36
    2025-02-23 14:02:23,0,39
    2025-02-23 14:02:38,0,40
    2025-02-23 14:02:53,0,41
    2025-02-23 14:03:08,0,40
    2025-02-23 14:03:23,0,39
    2025-02-23 14:03:38,1,37
    2025-02-23 14:03:53,2,36
    2025-02-23 14:04:08,2,35
    2025-02-23 14:04:23,2,34
    2025-02-23 14:04:38,2,32
    2025-02-23 14:04:53,2,31
    2025-02-23 14:05:08,2,30
    2025-02-23 14:05:23,2,29
    2025-02-23 14:05:38,2,29
    2025-02-23 14:05:53,2,28
    2025-02-23 14:06:08,2,27
    2025-02-23 14:06:23,2,26
    2025-02-23 14:06:38,1,26
    2025-02-23 14:06:53,1,25
    2025-02-23 14:07:08,1,24
    2025-02-23 14:07:23,1,24
    2025-02-23 14:07:38,1,23
    2025-02-23 14:07:53,1,23
    2025-02-23 14:08:08,1,22
    2025-02-23 14:08:23,1,22
    2025-02-23 14:08:38,1,21
    2025-02-23 14:08:53,1,21
    2025-02-23 14:09:08,1,20
    2025-02-23 14:09:23,1,20
    2025-02-23 14:09:38,1,20
    2025-02-23 14:09:53,1,19
    2025-02-23 14:10:08,1,19
    2025-02-23 14:10:23,1,19
    2025-02-23 14:10:38,1,19
    2025-02-23 14:10:53,1,19
    2025-02-23 14:11:08,1,18
    2025-02-23 14:11:23,0,18
    2025-02-23 14:11:38,1,18
    2025-02-23 14:11:53,1,18
    2025-02-23 14:12:08,1,18
    2025-02-23 14:12:23,1,18
    2025-02-23 14:12:38,1,17
    2025-02-23 14:12:53,1,17
    2025-02-23 14:13:08,1,17
    2025-02-23 14:13:23,1,17
    2025-02-23 14:13:38,1,17
    2025-02-23 14:13:53,1,17
    2025-02-23 14:14:08,1,17
    2025-02-23 14:14:23,1,17
    2025-02-23 14:14:38,1,16
    2025-02-23 14:14:53,1,16
    2025-02-23 14:15:08,2,16
